ensembl_gene_id	external_gene_name	hsapiens_homolog_ensembl_gene	hsapiens_homolog_associated_gene_name	hsapiens_homolog_ensembl_peptide	hsapiens_homolog_chromosome	hsapiens_homolog_chrom_start	hsapiens_homolog_chrom_end	hsapiens_homolog_canonical_transcript_protein	hsapiens_homolog_subtype	hsapiens_homolog_orthology_type	hsapiens_homolog_perc_id	hsapiens_homolog_perc_id_r1	hsapiens_homolog_goc_score	hsapiens_homolog_wga_coverage	hsapiens_homolog_orthology_confidence
ENSTGUG00000003385	TMC6	ENSG00000141524	TMC6	ENSP00000465261	17	78107397	78132407	ENSTGUP00000003505	Amniota	ortholog_one2one	56.1952	55.7764	50	97.75	1
ENSTGUG00000003388	EML4	ENSG00000143924	EML4	ENSP00000320663	2	42169353	42332548	ENSTGUP00000024181	Amniota	ortholog_one2one	82.4339	79.4088	75	97.89	1
ENSTGUG00000003406	METTL26	ENSG00000130731	METTL26	ENSP00000445926	16	634427	636366	ENSTGUP00000003504	Gnathostomata	ortholog_one2one	65.5	64.2157	50	100	1
ENSTGUG00000003410	HGS	ENSG00000185359	HGS	ENSP00000331201	17	81683326	81703138	ENSTGUP00000025104	Amniota	ortholog_one2one	71.6834	82.7542	50	93.15	1
ENSTGUG00000003419	PIGQ	ENSG00000007541	PIGQ	ENSP00000326674	16	566995	584109	ENSTGUP00000038198	Amniota	ortholog_one2one	69.4828	69.3632	100	99.86	1
ENSTGUG00000003434	NHLRC4	ENSG00000257108	NHLRC4	ENSP00000410858	16	567005	569495	ENSTGUP00000003533	Amniota	ortholog_one2one	51.7544	47.9675	100	96.85	1
ENSTGUG00000003436	PRR35	ENSG00000161992	PRR35	ENSP00000386499	16	560394	565529	ENSTGUP00000003535	Amniota	ortholog_one2one	30.6156	32.2242	25	76.39	1
ENSTGUG00000003445	MTA3	ENSG00000057935	MTA3	ENSP00000385823	2	42494569	42756947	ENSTGUP00000023628	Amniota	ortholog_one2one	72.0963	85.6902	100	85.03	1
ENSTGUG00000003465	NAGPA	ENSG00000103174	NAGPA	ENSP00000310998	16	5024844	5034141	ENSTGUP00000035043	Amniota	ortholog_one2one	55.9172	36.699	100	75.5	1
ENSTGUG00000003472	P4HB	ENSG00000185624	P4HB	ENSP00000327801	17	81843159	81860856	ENSTGUP00000024412	Amniota	ortholog_one2one	80.3502	81.2992	100	99.95	1
ENSTGUG00000003476	SEC14L5	ENSG00000103184	SEC14L5	ENSP00000251170	16	4958330	5019157	ENSTGUP00000003597	Gnathostomata	ortholog_one2one	74.3989	75.5747	100	99.95	1
ENSTGUG00000003496	HAAO	ENSG00000162882	HAAO	ENSP00000294973	2	42767089	42792593	ENSTGUP00000003615	Euteleostomi	ortholog_one2one	60.8392	60.8392	100	40.83	1
ENSTGUG00000003498	ARHGDIA	ENSG00000141522	ARHGDIA	ENSP00000269321	17	81867721	81871378	ENSTGUP00000003610	Amniota	ortholog_one2one	69.1176	92.1569	100	88.22	1
ENSTGUG00000003503	GCNT1	ENSG00000187210	GCNT1	ENSP00000365920	9	76419850	76651203	ENSTGUP00000032531	Amniota	ortholog_one2one	70.892	70.5607	25	100	1
ENSTGUG00000003506	PPL	ENSG00000118898	PPL	ENSP00000340510	16	4882507	4960741	ENSTGUP00000003635	Amniota	ortholog_one2one	69.2788	69.4761	50	99.67	1
ENSTGUG00000003513	ALYREF	ENSG00000183684	ALYREF	ENSP00000421592	17	81887835	81891586	ENSTGUP00000003623	Amniota	ortholog_one2one	87.4016	84.0909	100	100	1
ENSTGUG00000003517	THADA	ENSG00000115970	THADA	ENSP00000386088	2	43230851	43596038	ENSTGUP00000029337	Amniota	ortholog_one2one	58.0612	57.3477	100	93.63	1
ENSTGUG00000003533	UBE4B	ENSG00000130939	UBE4B	ENSP00000343001	1	10032832	10181239	ENSTGUP00000003684	Amniota	ortholog_one2one	86.0223	88.8633	100	99.43	1
ENSTGUG00000003540	UBN1	ENSG00000118900	UBN1	ENSP00000262376	16	4846665	4882401	ENSTGUP00000003656	Amniota	ortholog_one2one	71.7579	65.873	50	100	1
ENSTGUG00000003541	BUD23	ENSG00000071462	BUD23	ENSP00000265758	7	73683025	73705161	ENSTGUP00000031489	Amniota	ortholog_one2one	31.4195	70.1068	75	46.65	1
ENSTGUG00000003543	SERINC5	ENSG00000164300	SERINC5	ENSP00000426237	5	80111651	80256048	ENSTGUP00000003660	Amniota	ortholog_one2one	75.2711	75.2711	25	98.1	1
ENSTGUG00000003571	SPSB3	ENSG00000162032	SPSB3	ENSP00000457206	16	1776712	1793700	ENSTGUP00000038191	Amniota	ortholog_one2one	68.4964	80.8451	75	92.31	1
ENSTGUG00000003574	NUBP2	ENSG00000095906	NUBP2	ENSP00000262302	16	1782932	1789186	ENSTGUP00000003678	Tetrapoda	ortholog_one2one	78.4387	77.8598	50	95.76	1
ENSTGUG00000003582	JMJD8	ENSG00000161999	JMJD8	ENSP00000477481	16	681670	684528	ENSTGUP00000034505	Amniota	ortholog_one2one	38.1551	68.9394	100	100	1
ENSTGUG00000003588	NOTUM	ENSG00000185269	NOTUM	ENSP00000387310	17	81952507	81961840	ENSTGUP00000003696	Amniota	ortholog_one2one	73.6655	83.4677	100	100	1
ENSTGUG00000003598	ASPSCR1	ENSG00000169696	ASPSCR1	ENSP00000302176	17	81976807	82017406	ENSTGUP00000003711	Amniota	ortholog_one2one	52.9412	52.0796	100	64.13	1
ENSTGUG00000003599	LZIC	ENSG00000162441	LZIC	ENSP00000366430	1	9922113	9943407	ENSTGUP00000003704	Amniota	ortholog_one2one	76.1905	84.2105	100	90.78	1
ENSTGUG00000003603	MKS1	ENSG00000011143	MKS1	ENSP00000376827	17	58205441	58219605	ENSTGUP00000003736	Amniota	ortholog_one2one	66.1404	67.4419	0	89.15	1
ENSTGUG00000003604	ANTKMT	ENSG00000103254	ANTKMT	ENSP00000454380	16	720581	722590	ENSTGUP00000003706	Amniota	ortholog_one2one	55.1111	52.766	25	98.56	1
ENSTGUG00000003608	FBXL16	ENSG00000127585	FBXL16	ENSP00000380746	16	692498	705808	ENSTGUP00000003710	Amniota	ortholog_one2one	79.1423	84.7599	100	99.22	1
ENSTGUG00000003610	CLSTN1	ENSG00000171603	CLSTN1	ENSP00000366513	1	9728926	9823984	ENSTGUP00000018793	Amniota	ortholog_one2one	84.9116	83.1804	100	97.45	1
ENSTGUG00000003611	MTX3	ENSG00000177034	MTX3	ENSP00000424798	5	79976716	79991262	ENSTGUP00000003732	Amniota	ortholog_one2one	76.9231	76.9231	75	100	1
ENSTGUG00000003612	PLEKHH2	ENSG00000152527	PLEKHH2	ENSP00000282406	2	43637260	43767987	ENSTGUP00000036416	Gnathostomata	ortholog_one2one	71.2157	80.0402	100	93.29	1
ENSTGUG00000003614	LRRC45	ENSG00000169683	LRRC45	ENSP00000306760	17	82023305	82031151	ENSTGUP00000003738	Amniota	ortholog_one2one	56.9333	63.7313	100	97.16	1
ENSTGUG00000003619	WDR24	ENSG00000127580	WDR24	ENSP00000293883	16	684622	690444	ENSTGUP00000003729	Amniota	ortholog_one2one	82.6362	82.5316	75	100	1
ENSTGUG00000003638	GTF2IRD1	ENSG00000006704	GTF2IRD1	ENSP00000408477	7	74453790	74602605	ENSTGUP00000034326	Amniota	ortholog_one2one	64.4628	74.3644	50	97.39	1
ENSTGUG00000003640	RAC3	ENSG00000169750	RAC3	ENSP00000304283	17	82031678	82034204	ENSTGUP00000034636	Amniota	ortholog_one2one	82.5328	98.4375	100	100	1
ENSTGUG00000003651		ENSG00000161996	WDR90	ENSP00000293879	16	649311	667833	ENSTGUP00000003782	Amniota	ortholog_one2one	58.8235	9.15332	50	57.12	0
ENSTGUG00000003652	PIK3CD	ENSG00000171608	PIK3CD	ENSP00000366563	1	9651731	9729114	ENSTGUP00000019923	Amniota	ortholog_one2one	79.981	80.7471	100	99.69	1
ENSTGUG00000003657	DCXR	ENSG00000169738	DCXR	ENSP00000303356	17	82035136	82037709	ENSTGUP00000003765	Amniota	ortholog_one2one	67.4797	68.0328	100	94.73	1
ENSTGUG00000003662	DYNC2LI1	ENSG00000138036	DYNC2LI1	ENSP00000260605	2	43774039	43810010	ENSTGUP00000003777	Amniota	ortholog_one2one	66.1972	66.9516	100	98.53	1
ENSTGUG00000003665	RFNG	ENSG00000169733	RFNG	ENSP00000307971	17	82047902	82051831	ENSTGUP00000003778	Amniota	ortholog_one2one	62.2905	67.3716	100	94.9	1
ENSTGUG00000003674	TENT2	ENSG00000164329	TENT2	ENSP00000397563	5	79612120	79688246	ENSTGUP00000033673	Amniota	ortholog_one2one	63.9604	66.7355	100	92.7	1
ENSTGUG00000003676	ABCG5	ENSG00000138075	ABCG5	ENSP00000384513	2	43812472	43838865	ENSTGUP00000036826	Amniota	ortholog_one2one	61.3105	60.3687	100	88.33	1
ENSTGUG00000003677	GPS1	ENSG00000169727	GPS1	ENSP00000302873	17	82050691	82057470	ENSTGUP00000021578	Amniota	ortholog_one2one	93.3868	94.9083	100	98.92	1
ENSTGUG00000003700	DUS1L	ENSG00000169718	DUS1L	ENSP00000303515	17	82057506	82065887	ENSTGUP00000003822	Amniota	ortholog_one2one	78.1893	80.3383	100	93.33	1
ENSTGUG00000003711	HOMER1	ENSG00000152413	HOMER1	ENSP00000334382	5	79372636	79514134	ENSTGUP00000003826	Amniota	ortholog_one2one	96.0563	96.3277	100	99.55	1
ENSTGUG00000003714	GTF2I	ENSG00000263001	GTF2I	ENSP00000460070	7	74650231	74760692	ENSTGUP00000003855	Amniota	ortholog_one2one	43.4783	61.1222	25	61.63	1
ENSTGUG00000003719	FASN	ENSG00000169710	FASN	ENSP00000304592	17	82078338	82098294	ENSTGUP00000003991	Chordata	ortholog_one2one	65.1551	65.233	100	97.71	1
ENSTGUG00000003723	JMY	ENSG00000152409	JMY	ENSP00000379441	5	79236131	79327211	ENSTGUP00000003843	Amniota	ortholog_one2one	77.6432	71.3563	100	99.1	1
ENSTGUG00000003726	SLC25A33	ENSG00000171612	SLC25A33	ENSP00000306328	1	9539465	9585173	ENSTGUP00000003846	Amniota	ortholog_one2one	86.8339	86.2928	100	94.63	1
ENSTGUG00000003746	H6PD	ENSG00000049239	H6PD	ENSP00000366620	1	9234774	9271337	ENSTGUP00000003853	Amniota	ortholog_one2one	66.7089	66.6245	100	97.24	1
ENSTGUG00000003753	NCF1	ENSG00000158517	NCF1	ENSP00000289473	7	74773962	74789376	ENSTGUP00000003890	Amniota	ortholog_one2one	61.658	61.0256	50	84.43	1
ENSTGUG00000003771	GPR157	ENSG00000180758	GPR157	ENSP00000366628	1	9100305	9129102	ENSTGUP00000003880	Amniota	ortholog_one2one	37.6712	65.6716	100	80.42	1
ENSTGUG00000003777	SLC2A5	ENSG00000142583	SLC2A5	ENSP00000366641	1	9035106	9088478	ENSTGUP00000024948	Amniota	ortholog_one2one	50.4726	53.2934	100	63.2	1
ENSTGUG00000003787	RCC1L	ENSG00000274523	RCC1L	ENSP00000480364	7	75027122	75074228	ENSTGUP00000024368	Euteleostomi	ortholog_one2one	69.2473	69.3966	0	96.34	1
ENSTGUG00000003802	DMGDH	ENSG00000132837	DMGDH	ENSP00000255189	5	78997564	79236038	ENSTGUP00000003923	Amniota	ortholog_one2one	72.5941	80.1386	100	91.57	1
ENSTGUG00000003818	ARSB	ENSG00000113273	ARSB	ENSP00000264914	5	78777209	78986087	ENSTGUP00000003948	Amniota	ortholog_one2one	73.814	72.9831	100	99.33	1
ENSTGUG00000003825	CLIP2	ENSG00000106665	CLIP2	ENSP00000223398	7	74289407	74405935	ENSTGUP00000003977	Amniota	ortholog_one2one	78.1818	78.1071	50	95.51	1
ENSTGUG00000003844	LHFPL2	ENSG00000145685	LHFPL2	ENSP00000369702	5	78485215	78770021	ENSTGUP00000003950	Amniota	ortholog_one2one	85.9649	85.9649	50	100	1
ENSTGUG00000003846	SCAMP1	ENSG00000085365	SCAMP1	ENSP00000481022	5	78360611	78480739	ENSTGUP00000025271	Amniota	ortholog_one2one	44.1948	69.8225	50	81.87	1
ENSTGUG00000003847	CA6	ENSG00000131686	CA6	ENSP00000366662	1	8945867	8975092	ENSTGUP00000003983	Euteleostomi	ortholog_one2one	29.7872	50	100	34	1
ENSTGUG00000003869	SCAMP5	ENSG00000198794	SCAMP5	ENSP00000406547	15	74957219	75021495	ENSTGUP00000021511	Amniota	ortholog_one2one	91.9149	91.9149	75	81.59	1
ENSTGUG00000003875	RFC2	ENSG00000049541	RFC2	ENSP00000055077	7	74231499	74254458	ENSTGUP00000004002	Amniota	ortholog_one2one	87.9213	88.4181	75	100	1
ENSTGUG00000003882	ENO1	ENSG00000074800	ENO1	ENSP00000234590	1	8861000	8879190	ENSTGUP00000003985	Euteleostomi	ortholog_one2one	83.0228	92.3963	50	95.31	1
ENSTGUG00000003892	SLC16A3	ENSG00000141526	SLC16A3	ENSP00000462405	17	82217934	82261129	ENSTGUP00000004005	Amniota	ortholog_one2one	75.7261	78.4946	75	99.83	1
ENSTGUG00000003895	AP3B1	ENSG00000132842	AP3B1	ENSP00000255194	5	78002326	78294698	ENSTGUP00000029923	Amniota	ortholog_one2one	75.9894	78.9762	0	91.73	1
ENSTGUG00000003904	CSNK1D	ENSG00000141551	CSNK1D	ENSP00000324464	17	82239023	82273731	ENSTGUP00000038100	Gnathostomata	ortholog_one2one	96.6265	96.6265	50	100	1
ENSTGUG00000003923	MYBBP1A	ENSG00000132382	MYBBP1A	ENSP00000254718	17	4538897	4555386	ENSTGUP00000004039	Amniota	ortholog_one2one	44.606	43.9006	50	52.56	1
ENSTGUG00000003924	RERE	ENSG00000142599	RERE	ENSP00000383700	1	8352397	8848921	ENSTGUP00000019754	Amniota	ortholog_one2one	88.357	87.2286	50	98.35	1
ENSTGUG00000003936	SPNS2	ENSG00000183018	SPNS2	ENSP00000333292	17	4498881	4539035	ENSTGUP00000004058	Amniota	ortholog_one2one	87.0229	83.0601	75	100	1
ENSTGUG00000003939	ABCA5	ENSG00000154265	ABCA5	ENSP00000376443	17	69244311	69327244	ENSTGUP00000004100	Amniota	ortholog_one2one	72.2357	72.4117	50	94.4	1
ENSTGUG00000003952	SAMD11	ENSG00000187634	SAMD11	ENSP00000478421	1	923923	944575	ENSTGUP00000004064	Amniota	ortholog_one2one	47.3948	56.0427	50	90.83	1
ENSTGUG00000003953	SPNS3	ENSG00000182557	SPNS3	ENSP00000347721	17	4433940	4488208	ENSTGUP00000004082	Amniota	ortholog_one2one	49.1968	47.8516	100	66.33	1
ENSTGUG00000003958	NOC2L	ENSG00000188976	NOC2L	ENSP00000317992	1	944203	959309	ENSTGUP00000004101	Amniota	ortholog_one2one	59.3308	61.5487	75	84.4	1
ENSTGUG00000003972	WDR41	ENSG00000164253	WDR41	ENSP00000296679	5	77425970	77620611	ENSTGUP00000031175	Amniota	ortholog_one2one	68.2377	72.549	75	92.67	1
ENSTGUG00000003974	UBE2G1	ENSG00000132388	UBE2G1	ENSP00000380178	17	4269259	4366675	ENSTGUP00000035972	Amniota	ortholog_one2one	47.0588	80	100	77.3	1
ENSTGUG00000003986	ANKFY1	ENSG00000185722	ANKFY1	ENSP00000343362	17	4163821	4263995	ENSTGUP00000004124	Amniota	ortholog_one2one	90.3171	90.1625	100	99.73	1
ENSTGUG00000003991	KLHL17	ENSG00000187961	KLHL17	ENSP00000343930	1	960584	965719	ENSTGUP00000004126	Euteleostomi	ortholog_one2one	91.017	83.6449	100	97.03	1
ENSTGUG00000003994	ABCA10	ENSG00000154263	ABCA10	ENSP00000269081	17	69147214	69244846	ENSTGUP00000004190	Amniota	ortholog_one2one	42.8834	45.3014	75	45.51	1
ENSTGUG00000004016	PLEKHN1	ENSG00000187583	PLEKHN1	ENSP00000368720	1	966482	975865	ENSTGUP00000004130	Amniota	ortholog_one2one	26.6824	36.9885	100	44.64	1
ENSTGUG00000004023	ZZEF1	ENSG00000074755	ZZEF1	ENSP00000371051	17	4004445	4143030	ENSTGUP00000022573	Amniota	ortholog_one2one	75.7785	73.9615	100	97.97	1
ENSTGUG00000004042	ATP2A3	ENSG00000074370	ATP2A3	ENSP00000380234	17	3923870	3964464	ENSTGUP00000004279	Amniota	ortholog_one2one	81.3025	77.4775	100	99.05	1
ENSTGUG00000004052	PLEC	ENSG00000178209	PLEC	ENSP00000344848	8	143915153	143976734	ENSTGUP00000033116	Euteleostomi	ortholog_one2one	74.9239	75.7642	100	100	1
ENSTGUG00000004054	CRHBP	ENSG00000145708	CRHBP	ENSP00000274368	5	76953045	76981158	ENSTGUP00000004187	Amniota	ortholog_one2one	72.1212	73.913	75	99.39	1
ENSTGUG00000004080	FAM20A	ENSG00000108950	FAM20A	ENSP00000468308	17	68535113	68601367	ENSTGUP00000004198	Amniota	ortholog_one2one	64.2487	68.7616	100	98.18	1
ENSTGUG00000004085	IQGAP2	ENSG00000145703	IQGAP2	ENSP00000274364	5	76403285	76708132	ENSTGUP00000034498	Amniota	ortholog_one2one	70.3436	74.0952	100	88.32	1
ENSTGUG00000004087	PRKAR1A	ENSG00000108946	PRKAR1A	ENSP00000464977	17	68511780	68551319	ENSTGUP00000004221	Amniota	ortholog_one2one	90.5759	90.8137	100	100	1
ENSTGUG00000004096	EMC8	ENSG00000131148	EMC8	ENSP00000253457	16	85771758	85799608	ENSTGUP00000004220	Amniota	ortholog_one2one	87.7551	81.9048	100	100	1
ENSTGUG00000004109		ENSG00000131143	COX4I1	ENSP00000253452	16	85798633	85807068	ENSTGUP00000036485	Amniota	ortholog_one2one	21.9828	60.355	100	67.71	0
ENSTGUG00000004110	WIPI1	ENSG00000070540	WIPI1	ENSP00000262139	17	68420948	68457513	ENSTGUP00000024157	Amniota	ortholog_one2one	73.1225	82.9596	75	96.27	1
ENSTGUG00000004113	F2RL2	ENSG00000164220	F2RL2	ENSP00000296641	5	76615482	76623413	ENSTGUP00000004225	Amniota	ortholog_one2one	60.6299	61.7647	100	94.65	1
ENSTGUG00000004114	SV2C	ENSG00000122012	SV2C	ENSP00000423541	5	76083383	76353939	ENSTGUP00000004287	Amniota	ortholog_one2one	88.0495	88.1706	75	100	1
ENSTGUG00000004127	IRF8	ENSG00000140968	IRF8	ENSP00000268638	16	85899162	85922606	ENSTGUP00000030511	Amniota	ortholog_one2one	62.7812	72.0657	100	88.19	1
ENSTGUG00000004129	ARSG	ENSG00000141337	ARSG	ENSP00000480910	17	68259182	68422731	ENSTGUP00000022611	Amniota	ortholog_one2one	52.7454	60.381	75	85.17	1
ENSTGUG00000004131	STAMBP	ENSG00000124356	STAMBP	ENSP00000377633	2	73828916	73873659	ENSTGUP00000029637	Amniota	ortholog_one2one	49.5637	66.9811	50	15.74	1
ENSTGUG00000004137	SLC16A6	ENSG00000108932	SLC16A6	ENSP00000462985	17	68267026	68291267	ENSTGUP00000004261	Amniota	ortholog_one2one	66.8571	67.1128	75	100	1
ENSTGUG00000004138	ACTB	ENSG00000075624	ACTB	ENSP00000494750	7	5526409	5563902	ENSTGUP00000023808	Amniota	ortholog_one2one	81.1688	100	100	100	1
ENSTGUG00000004150	FOXF1	ENSG00000103241	FOXF1	ENSP00000262426	16	86510527	86515422	ENSTGUP00000004268	Amniota	ortholog_one2one	79.5566	85.2243	100	98.08	1
ENSTGUG00000004154	MTHFSD	ENSG00000103248	MTHFSD	ENSP00000354152	16	86530178	86555235	ENSTGUP00000036689	Amniota	ortholog_one2one	60.5128	61.6188	100	97.24	1
ENSTGUG00000004156	RGS9	ENSG00000108370	RGS9	ENSP00000262406	17	65100812	65227703	ENSTGUP00000034154	Amniota	ortholog_one2one	64.3478	54.8961	50	69.93	1
ENSTGUG00000004163	FOXC2	ENSG00000176692	FOXC2	ENSP00000497759	16	86566829	86569728	ENSTGUP00000004280	Amniota	ortholog_one2one	68.3027	66.6667	75	100	1
ENSTGUG00000004165	P2RX1	ENSG00000108405	P2RX1	ENSP00000225538	17	3896592	3916476	ENSTGUP00000036157	Amniota	ortholog_one2one	66.3291	65.6642	50	93.22	1
ENSTGUG00000004166	FOXL1	ENSG00000176678	FOXL1	ENSP00000326272	16	86576368	86583478	ENSTGUP00000004281	Amniota	ortholog_one2one	56.7857	46.087	50	99.9	1
ENSTGUG00000004169	ZDHHC7	ENSG00000153786	ZDHHC7	ENSP00000315604	16	84974175	85011535	ENSTGUP00000004289	Amniota	ortholog_one2one	89.2508	88.961	50	100	1
ENSTGUG00000004172	SLC4A8	ENSG00000050438	SLC4A8	ENSP00000405812	12	51391317	51515763	ENSTGUP00000004348	Amniota	ortholog_one2one	78.757	77.6761	0	90.85	1
ENSTGUG00000004191	CAMKK1	ENSG00000004660	CAMKK1	ENSP00000323118	17	3860315	3894891	ENSTGUP00000004335	Amniota	ortholog_one2one	69.3609	73.0693	50	17.29	1
ENSTGUG00000004192	CRISPLD2	ENSG00000103196	CRISPLD2	ENSP00000262424	16	84819985	84920768	ENSTGUP00000022135	Amniota	ortholog_one2one	71.173	72.0322	75	100	1
ENSTGUG00000004202	AXIN2	ENSG00000168646	AXIN2	ENSP00000302625	17	65528563	65561648	ENSTGUP00000004330	Amniota	ortholog_one2one	79.614	78.2918	100	100	1
ENSTGUG00000004216	CEP112	ENSG00000154240	CEP112	ENSP00000442784	17	65635537	66192133	ENSTGUP00000029955	Amniota	ortholog_one2one	56.594	57.0681	100	86.39	1
ENSTGUG00000004217	USP10	ENSG00000103194	USP10	ENSP00000219473	16	84699986	84779922	ENSTGUP00000004366	Amniota	ortholog_one2one	76.8061	75.9398	100	99.15	1
ENSTGUG00000004221	MIS12	ENSG00000167842	MIS12	ENSP00000484532	17	5486285	5490814	ENSTGUP00000004336	Sarcopterygii	ortholog_one2one	64.5631	64.8781	50	94.92	1
ENSTGUG00000004222	DERL2	ENSG00000072849	DERL2	ENSP00000158771	17	5471254	5486811	ENSTGUP00000004340	Amniota	ortholog_one2one	88.8889	93.7238	75	99.88	1
ENSTGUG00000004226	DHX33	ENSG00000005100	DHX33	ENSP00000225296	17	5440917	5468982	ENSTGUP00000004358	Amniota	ortholog_one2one	76.0837	71.9943	100	97.51	1
ENSTGUG00000004239	APOH	ENSG00000091583	APOH	ENSP00000205948	17	66212033	66256525	ENSTGUP00000004372	Amniota	ortholog_one2one	41.7143	42.3188	100	54.15	1
ENSTGUG00000004243	C1QBP	ENSG00000108561	C1QBP	ENSP00000225698	17	5432777	5448830	ENSTGUP00000020607	Amniota	ortholog_one2one	63.7631	64.8936	100	72.04	1
ENSTGUG00000004250	KLHL36	ENSG00000135686	KLHL36	ENSP00000456743	16	84648511	84667686	ENSTGUP00000036735	Amniota	ortholog_one2one	72.6389	84.9026	100	92.7	1
ENSTGUG00000004257	PRKCA	ENSG00000154229	PRKCA	ENSP00000408695	17	66302613	66810743	ENSTGUP00000004494	Euteleostomi	ortholog_one2one	91.9591	93.6012	100	100	1
ENSTGUG00000004259	RPAIN	ENSG00000129197	RPAIN	ENSP00000370606	17	5419641	5432877	ENSTGUP00000004381	Amniota	ortholog_one2one	49.7696	49.3151	100	74.12	1
ENSTGUG00000004266	NUP88	ENSG00000108559	NUP88	ENSP00000458954	17	5360963	5419676	ENSTGUP00000004423	Amniota	ortholog_one2one	77.0833	74.8988	50	88.27	1
ENSTGUG00000004306	RABEP1	ENSG00000029725	RABEP1	ENSP00000445408	17	5282265	5386340	ENSTGUP00000004471	Amniota	ortholog_one2one	87.5	86.891	50	98.18	1
ENSTGUG00000004337	NCSTN	ENSG00000162736	NCSTN	ENSP00000294785	1	160343316	160358952	ENSTGUP00000004510	Amniota	ortholog_one2one	49.033	60.7898	50	79.4	1
ENSTGUG00000004353	IFT22	ENSG00000128581	IFT22	ENSP00000320359	7	101310914	101321823	ENSTGUP00000004477	Amniota	ortholog_one2one	68.2796	68.6487	50	85.38	1
ENSTGUG00000004358	COL26A1	ENSG00000160963	COL26A1	ENSP00000318234	7	101362875	101559024	ENSTGUP00000033239	Amniota	ortholog_one2one	61.3035	68.254	75	60.95	1
ENSTGUG00000004385	CACNG4	ENSG00000075461	CACNG4	ENSP00000262138	17	66964707	67033398	ENSTGUP00000004516	Amniota	ortholog_one2one	89.0244	89.2966	100	100	1
ENSTGUG00000004386	CUX1	ENSG00000257923	CUX1	ENSP00000292535	7	101815904	102283958	ENSTGUP00000021831	Vertebrata	ortholog_one2one	80.9555	82.1927	100	100	1
ENSTGUG00000004396	VANGL2	ENSG00000162738	VANGL2	ENSP00000357040	1	160400564	160428670	ENSTGUP00000004526	Amniota	ortholog_one2one	93.4741	93.4741	100	100	1
ENSTGUG00000004397	CACNG1	ENSG00000108878	CACNG1	ENSP00000226021	17	67044554	67056797	ENSTGUP00000004520	Amniota	ortholog_one2one	73.4513	74.7748	100	100	1
ENSTGUG00000004401	HELZ	ENSG00000198265	HELZ	ENSP00000351524	17	67070444	67245989	ENSTGUP00000019046	Amniota	ortholog_one2one	85.1699	85.1699	100	100	1
ENSTGUG00000004439	SH2B2	ENSG00000160999	SH2B2	ENSP00000440273	7	102285091	102321711	ENSTGUP00000004571	Sarcopterygii	ortholog_one2one	54.096	56.7407	100	89.9	1
ENSTGUG00000004449	PSMD12	ENSG00000197170	PSMD12	ENSP00000348442	17	67337916	67366605	ENSTGUP00000004596	Amniota	ortholog_one2one	94.3107	94.5175	100	99.97	1
ENSTGUG00000004460	SH3GL2	ENSG00000107295	SH3GL2	ENSP00000369981	9	17579066	17797124	ENSTGUP00000004600	Amniota	ortholog_one2one	90.9091	90.9091	100	100	1
ENSTGUG00000004477	ALKBH4	ENSG00000160993	ALKBH4	ENSP00000292566	7	102456238	102464863	ENSTGUP00000004602	Amniota	ortholog_one2one	33.7711	59.6026	100	84.02	1
ENSTGUG00000004478	PITPNC1	ENSG00000154217	PITPNC1	ENSP00000464006	17	67377281	67697261	ENSTGUP00000023765	Gnathostomata	ortholog_one2one	82.0513	77.1084	100	88.08	1
ENSTGUG00000004482	BNC2	ENSG00000173068	BNC2	ENSP00000370047	9	16409503	16870843	ENSTGUP00000004611	Amniota	ortholog_one2one	90.4902	83.9854	100	98.41	1
ENSTGUG00000004484	LRWD1	ENSG00000161036	LRWD1	ENSP00000292616	7	102464956	102473168	ENSTGUP00000004623	Amniota	ortholog_one2one	43.0667	49.9227	100	76.61	1
ENSTGUG00000004491	NOL11	ENSG00000130935	NOL11	ENSP00000253247	17	67717931	67744531	ENSTGUP00000004635	Amniota	ortholog_one2one	50.6241	50.7649	100	78.06	1
ENSTGUG00000004512	BPTF	ENSG00000171634	BPTF	ENSP00000307208	17	67825503	67984378	ENSTGUP00000028437	Amniota	ortholog_one2one	68.6247	68.0137	100	97.39	1
ENSTGUG00000004519	PSIP1	ENSG00000164985	PSIP1	ENSP00000370109	9	15464066	15510995	ENSTGUP00000004673	Amniota	ortholog_one2one	69.459	75.0943	100	87.38	1
ENSTGUG00000004526	DTX2	ENSG00000091073	DTX2	ENSP00000411986	7	76461676	76505995	ENSTGUP00000028707	Amniota	ortholog_one2one	62.7517	60.1286	75	89.1	1
ENSTGUG00000004530	C17orf58	ENSG00000186665	C17orf58	ENSP00000489720	17	67991099	67996469	ENSTGUP00000004656	Amniota	ortholog_one2one	33.1461	34.8083	75	44.55	1
ENSTGUG00000004534	KPNA2	ENSG00000182481	KPNA2	ENSP00000332455	17	68035636	68047364	ENSTGUP00000030197	Euteleostomi	ortholog_one2one	78.1139	82.9868	50	97.25	1
ENSTGUG00000004547	SSC4D	ENSG00000146700	SSC4D	ENSP00000275560	7	76389334	76409697	ENSTGUP00000004678	Amniota	ortholog_one2one	59.6491	59.1304	100	77.32	1
ENSTGUG00000004548	SNAPC3	ENSG00000164975	SNAPC3	ENSP00000370200	9	15422704	15465953	ENSTGUP00000034051	Amniota	ortholog_one2one	78.6942	55.7178	100	84.26	1
